-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2000 through 01/01/2024 in LST
Location: latitude  26.7578   longitude 40.9869 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1157.45 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,T2M,T2MDEW,T2M_MAX,T2M_MIN,RH2M,PS,WS10M,WS10M_MAX,WD10M,PRECTOTCORR
2021,5,4,24.34,-1.32,32.06,17.28,19.29,88.32,4.23,6.89,355.2,0.0
2021,5,5,26.74,-1.02,34.68,19.21,16.99,88.45,2.93,5.32,346.8,0.0
2021,5,6,26.91,-1.42,35.09,18.37,16.87,88.55,3.96,6.07,327.2,0.0
2021,5,7,25.53,-0.65,32.97,18.79,18.5,88.57,5.49,8.22,331.8,0.0
2021,5,8,26.47,0.82,35.01,17.96,20.68,88.53,3.93,7.82,34.2,0.0
2021,5,9,26.3,-5.02,35.09,17.46,13.29,88.53,3.65,5.53,25.8,0.0
2021,5,10,28.3,-3.36,36.67,19.69,14.12,88.44,3.6,6.86,115.4,0.05
2021,5,11,28.82,0.71,36.07,21.56,18.52,88.27,4.3,7.31,199.3,0.02
2021,5,12,29.08,-2.34,36.54,20.82,14.06,88.24,3.43,5.9,285.8,0.0
2021,5,13,28.81,-2.02,36.85,21.25,14.81,88.29,4.24,6.31,269.6,0.0
2021,5,14,28.17,-4.35,36.4,19.52,11.82,88.31,4.37,5.94,356.9,0.0
2021,5,15,28.48,-6.48,36.81,19.55,10.11,88.19,4.04,5.76,8.6,0.0
2021,5,16,29.15,-3.04,37.56,19.9,12.97,88.06,3.93,5.63,101.1,0.0
2021,5,17,30.0,-3.16,38.94,20.66,12.71,88.06,4.2,6.9,30.8,0.0
2021,5,18,30.58,-3.72,39.73,20.74,11.97,88.18,4.41,6.95,12.8,0.0
2021,5,19,31.39,-4.13,40.39,21.19,11.15,88.24,4.02,6.25,73.7,0.0
2021,5,20,32.32,0.57,39.74,26.23,13.29,88.24,3.63,6.78,177.3,0.0
2021,5,21,31.12,-3.13,39.9,21.08,13.26,88.24,5.42,8.87,239.4,0.0
2021,5,22,29.31,1.86,37.05,22.02,17.65,88.22,5.68,7.41,289.7,0.0
2021,5,23,28.52,-0.44,36.71,20.29,16.04,88.12,3.62,7.15,12.7,0.0
2021,5,24,28.5,-5.85,38.29,18.89,12.38,88.21,4.73,7.61,297.5,0.0
2021,5,25,26.2,-4.81,34.93,16.8,13.94,88.4,5.12,7.66,306.5,0.0
2021,5,26,27.93,-4.38,37.69,17.84,13.38,88.46,3.82,6.76,349.0,0.0
2021,5,27,29.81,0.95,38.94,20.3,16.8,88.5,4.51,9.04,188.4,0.0
2021,5,28,31.25,5.16,38.52,24.4,22.34,88.51,6.48,10.64,276.0,0.0
2021,5,29,30.96,7.21,38.46,22.41,25.42,88.46,2.89,4.61,292.2,0.0
2021,5,30,32.11,2.48,39.09,25.77,16.72,88.54,3.5,4.98,327.9,0.05
2021,5,31,31.76,2.49,38.83,25.32,16.1,88.49,3.16,6.35,344.3,0.0
2021,6,1,33.08,1.48,40.71,24.16,15.21,88.29,2.95,4.37,114.3,0.0
2021,6,2,33.64,1.66,41.55,24.62,13.93,88.31,3.78,7.5,16.8,0.0
2021,6,3,33.4,0.14,40.73,25.26,12.86,88.42,3.88,7.59,31.5,0.0
2021,6,4,34.02,0.05,42.35,24.91,12.03,88.34,3.05,4.31,329.5,0.0
2021,6,5,32.87,-2.49,40.87,24.22,10.63,88.29,3.92,4.5,326.4,0.0
2021,6,6,32.44,-3.33,40.5,24.34,10.33,88.37,4.89,7.49,348.9,0.0
2021,6,7,31.79,-2.18,40.0,23.42,11.9,88.5,4.23,6.15,349.1,0.0
2021,6,8,32.35,-3.46,41.18,22.51,10.3,88.39,3.12,4.56,5.8,0.0
2021,6,9,32.81,-3.14,40.66,25.73,10.01,88.24,3.61,6.95,332.5,0.0
2021,6,10,29.95,-4.33,38.11,21.75,11.02,88.28,5.11,6.84,12.9,0.0
2021,6,11,29.48,-1.66,37.04,21.2,13.56,88.39,5.25,6.66,13.0,0.0
2021,6,12,29.28,-0.58,36.73,21.89,14.91,88.5,6.14,9.58,11.1,0.0
2021,6,13,30.18,-2.66,38.54,21.02,12.38,88.46,4.17,5.65,43.7,0.0
2021,6,14,31.56,-1.78,40.43,22.24,12.42,88.23,5.16,7.73,197.2,0.0
2021,6,15,30.91,2.17,39.05,23.58,16.89,88.18,6.33,10.11,341.7,0.0
2021,6,16,30.9,0.08,38.72,22.31,14.62,88.26,4.55,6.61,333.2,0.0
2021,6,17,29.47,-0.74,37.81,21.98,14.87,88.46,5.15,7.37,355.6,0.0
2021,6,18,28.5,-4.23,36.69,20.19,12.79,88.39,5.61,7.49,344.7,0.0
2021,6,19,30.65,-4.93,39.81,21.81,9.86,88.24,3.56,6.03,334.7,0.0
2021,6,20,31.71,-2.6,40.08,22.37,11.21,88.27,3.32,4.44,200.3,0.0
2021,6,21,32.56,-2.31,41.05,23.64,11.04,88.33,3.64,6.3,312.6,0.0
2021,6,22,32.4,-1.62,40.52,22.94,11.98,88.38,3.45,5.59,35.5,0.0
2021,6,23,33.26,-1.71,40.98,24.78,11.2,88.4,3.52,5.29,80.8,0.0
2021,6,24,34.04,-1.66,41.79,25.13,10.97,88.25,3.27,5.05,155.0,0.0
2021,6,25,33.8,-1.36,41.49,25.58,11.06,88.12,3.17,5.08,6.6,0.0
2021,6,26,32.57,-3.22,40.69,24.26,10.36,88.0,4.66,7.13,310.4,0.0
2021,6,27,33.43,-3.49,41.93,23.9,9.78,88.02,2.5,3.79,331.1,0.0
2021,6,28,34.05,-2.68,42.63,24.3,10.03,88.14,3.61,4.46,357.0,0.0
2021,6,29,34.03,-2.73,42.48,24.16,10.02,88.12,3.01,5.26,350.8,0.0
2021,6,30,34.32,-1.97,42.74,24.83,10.67,88.18,3.14,5.24,14.0,0.0
2021,7,1,34.25,-1.11,42.55,25.42,11.0,88.19,5.25,7.95,11.2,0.0
2021,7,2,33.37,0.13,41.22,25.59,12.88,88.22,5.5,8.19,352.5,0.0
2021,7,3,33.58,-1.04,41.75,25.19,11.58,88.11,3.71,5.33,355.7,0.0
2021,7,4,33.16,-2.6,41.42,24.46,10.59,88.0,2.93,4.22,9.2,0.0
2021,7,5,33.74,-2.62,42.4,24.83,10.02,87.96,3.52,5.23,312.1,0.0
2021,7,6,33.24,-3.62,41.49,24.65,9.6,87.98,4.33,5.91,316.7,0.0
2021,7,7,34.39,-3.0,42.47,25.64,9.5,88.01,1.84,3.59,19.5,0.0
2021,7,8,34.55,-3.15,42.81,25.21,9.25,88.13,3.08,4.42,358.0,0.0
2021,7,9,34.34,-3.37,42.93,25.16,9.22,88.01,3.68,6.12,356.9,0.0
2021,7,10,33.78,-1.6,42.22,24.95,10.83,87.8,3.73,5.49,334.7,0.0
2021,7,11,34.56,0.23,43.18,25.04,12.12,87.87,3.0,4.91,296.1,0.0
2021,7,12,33.36,0.82,41.84,24.56,13.47,88.03,4.99,6.25,305.0,0.0
2021,7,13,33.17,3.87,41.0,24.99,16.74,87.93,4.87,6.38,336.5,0.0
2021,7,14,33.19,4.15,41.39,24.3,17.45,87.81,3.72,5.28,359.8,0.0
2021,7,15,33.98,3.86,42.0,25.15,16.21,87.71,2.99,4.34,356.2,0.0
2021,7,16,33.33,3.46,40.57,25.37,16.11,87.76,4.97,6.59,349.4,0.0
2021,7,17,33.76,4.34,41.9,25.46,16.94,87.7,6.62,9.54,53.4,0.0
2021,7,18,34.46,8.76,41.09,28.42,21.75,87.85,4.55,6.37,121.8,0.0
2021,7,19,35.06,7.73,42.07,27.54,20.15,87.99,3.9,6.37,65.5,0.0
2021,7,20,34.13,1.41,41.36,27.38,13.08,88.06,6.99,10.55,32.7,0.0
2021,7,21,33.91,0.35,41.57,26.54,12.3,88.04,6.42,9.03,27.2,0.0
2021,7,22,34.34,3.64,42.12,26.34,15.32,87.94,4.83,6.65,357.2,0.0
2021,7,23,33.54,3.85,40.97,25.94,16.22,87.83,3.9,5.21,313.3,0.0
2021,7,24,33.11,5.48,40.53,24.83,18.99,87.84,3.44,5.9,282.7,0.0
2021,7,25,34.49,4.2,41.92,25.12,16.0,87.95,3.87,7.45,128.7,0.0
2021,7,26,35.74,3.9,43.02,28.43,14.29,88.1,3.03,5.67,61.0,0.0
2021,7,27,35.32,5.04,43.13,27.25,16.08,88.03,4.73,7.57,7.4,0.0
2021,7,28,34.42,5.65,42.16,27.08,17.87,87.88,5.68,7.97,345.9,0.0
2021,7,29,32.95,4.15,40.4,25.61,17.37,87.83,5.16,7.7,328.2,0.0
2021,7,30,31.12,0.86,38.8,23.28,15.19,87.83,4.6,6.37,332.3,0.0
2021,7,31,31.61,-2.54,39.55,23.15,11.34,87.85,3.7,5.25,335.7,0.0
2021,8,1,31.03,-0.83,38.95,21.87,13.75,87.97,3.18,4.72,309.8,0.0
2021,8,2,31.0,0.04,39.02,22.09,14.6,87.97,3.26,4.43,318.3,0.0
2021,8,3,30.74,0.95,38.36,22.94,15.78,88.15,5.01,7.03,287.2,0.0
2021,8,4,31.22,3.83,38.77,23.92,18.87,88.37,5.85,7.7,301.3,0.0
2021,8,5,30.17,4.15,36.62,22.83,19.9,88.32,5.1,7.82,307.8,0.0
2021,8,6,31.64,2.75,39.2,23.47,16.72,88.03,3.9,6.1,304.1,0.0
2021,8,7,30.78,0.53,38.63,23.15,15.74,88.17,4.41,6.69,285.6,0.0
2021,8,8,31.91,1.23,39.91,23.01,15.15,88.32,2.85,4.69,341.4,0.0
2021,8,9,33.23,1.1,41.01,25.28,13.57,88.29,2.98,5.72,8.6,0.0
2021,8,10,33.31,1.65,41.25,24.78,14.25,88.08,4.77,6.2,116.6,0.0
2021,8,11,34.05,1.46,41.84,25.87,13.34,87.96,4.45,6.5,237.0,0.0
2021,8,12,32.65,0.09,40.97,24.96,13.14,88.23,4.8,6.87,294.8,0.0
2021,8,13,32.73,0.42,41.15,23.82,13.42,88.32,3.67,4.53,315.5,0.0
2021,8,14,33.35,3.37,41.65,25.41,16.06,88.18,3.69,6.28,11.1,0.0
2021,8,15,33.28,3.75,41.87,24.6,16.8,88.08,3.48,5.75,19.6,0.0
2021,8,16,33.21,3.24,41.68,24.84,16.15,88.14,3.55,6.16,12.9,0.0
2021,8,17,31.22,2.11,39.44,23.64,16.8,88.23,4.58,6.25,351.1,0.0
2021,8,18,30.03,-2.93,38.84,21.36,12.55,88.05,4.75,6.66,349.3,0.0
2021,8,19,31.65,-2.48,40.29,23.81,11.36,87.92,2.53,3.84,64.5,0.0
2021,8,20,31.97,-2.59,40.96,22.67,11.5,87.94,3.28,5.62,147.0,0.0
2021,8,21,31.9,-0.13,40.56,23.11,13.83,88.07,4.02,6.51,135.1,0.0
2021,8,22,32.06,0.3,40.66,23.06,13.81,88.12,4.18,7.0,149.8,0.0
2021,8,23,32.49,4.06,40.68,23.78,18.18,88.13,4.1,6.65,148.4,0.0
2021,8,24,33.51,2.37,41.5,25.29,14.94,88.18,4.88,6.81,102.5,0.0
2021,8,25,33.2,1.16,40.64,25.46,13.64,88.29,5.78,8.02,86.9,0.0
2021,8,26,33.37,0.79,40.97,25.85,13.78,88.31,4.61,5.83,89.6,0.0
2021,8,27,33.3,-0.63,41.22,25.78,12.12,88.37,4.98,6.44,78.0,0.0
2021,8,28,33.28,0.71,41.87,24.81,13.89,88.22,3.97,5.48,65.9,0.0
2021,8,29,33.7,0.73,41.82,27.11,13.02,87.98,4.12,7.1,23.3,0.0
2021,8,30,32.96,-0.52,40.55,25.71,12.66,88.14,5.36,6.88,51.0,0.0
2021,8,31,32.38,-2.51,40.09,24.79,11.13,88.27,4.86,6.43,56.8,0.0
2021,9,1,32.54,-0.69,40.62,25.24,12.34,88.32,3.98,5.54,87.6,0.0
2021,9,2,33.05,0.03,40.64,25.05,12.75,88.23,3.2,4.84,106.3,0.0
2021,9,3,32.97,-1.13,40.64,24.82,11.63,88.09,3.28,6.42,119.6,0.0
2021,9,4,32.88,-0.66,40.89,24.94,12.22,88.13,3.64,6.01,128.4,0.0
2021,9,5,32.37,-0.35,40.32,23.88,13.04,88.21,3.62,6.11,154.1,0.0
2021,9,6,32.75,0.79,40.73,25.57,13.76,88.25,5.12,8.33,214.9,0.01
2021,9,7,32.21,1.62,40.13,24.99,14.89,88.41,5.68,7.41,357.1,0.0
2021,9,8,31.64,2.37,39.36,24.76,16.39,88.52,5.64,7.37,29.9,0.0
2021,9,9,31.07,2.83,39.32,23.13,17.58,88.48,3.99,5.8,12.8,0.0
2021,9,10,30.25,-0.34,38.49,22.79,14.92,88.49,4.6,7.08,6.5,0.0
2021,9,11,29.74,-0.14,38.46,21.82,15.39,88.29,2.97,4.66,21.5,0.0
2021,9,12,29.19,0.55,37.25,21.11,16.79,88.18,3.32,5.73,143.5,0.0
2021,9,13,28.72,2.51,36.79,20.9,19.7,88.19,4.18,7.22,64.1,0.0
2021,9,14,28.45,2.38,36.11,20.95,19.68,88.35,4.32,6.07,35.7,0.0
2021,9,15,28.54,-0.4,36.03,21.11,15.63,88.4,3.74,5.66,65.5,0.0
2021,9,16,28.95,1.47,36.62,22.03,17.64,88.28,5.74,7.76,117.0,0.0
2021,9,17,29.05,1.94,36.92,21.99,18.45,88.12,5.98,9.42,167.0,0.0
2021,9,18,29.5,2.72,37.23,22.14,18.69,88.26,3.16,6.43,19.3,0.0
2021,9,19,29.16,3.35,36.46,22.59,20.26,88.52,5.7,7.37,44.8,0.0
2021,9,20,29.06,4.17,36.19,21.91,21.35,88.62,4.13,6.27,47.5,0.0
2021,9,21,29.14,2.21,36.29,21.94,18.33,88.54,3.66,4.95,50.0,0.0
2021,9,22,29.47,2.21,37.61,22.19,18.38,88.27,4.07,5.94,234.4,0.0
2021,9,23,29.21,1.38,37.17,21.8,17.83,88.17,4.5,7.34,307.8,0.0
2021,9,24,28.11,2.03,36.24,20.25,19.71,88.32,3.67,5.19,324.0,0.0
2021,9,25,28.6,2.52,36.64,20.76,20.04,88.55,3.24,6.38,21.6,0.0
2021,9,26,27.99,3.07,35.72,21.18,21.28,88.6,4.63,6.71,55.1,0.0
2021,9,27,27.3,3.06,36.3,19.01,22.57,88.42,3.63,5.49,28.4,0.0
2021,9,28,28.06,-2.26,36.81,19.79,13.79,88.28,2.69,4.14,135.7,0.0
2021,9,29,28.18,-4.86,36.84,20.44,11.55,88.23,4.24,6.24,150.6,0.0
2021,9,30,27.71,-0.11,36.26,19.42,17.34,88.26,4.8,7.96,155.1,0.0
2021,10,1,27.98,-2.14,36.25,20.34,14.6,88.28,4.49,6.58,163.2,0.0
2021,10,2,28.01,-2.78,36.6,20.17,13.77,88.34,4.06,5.61,162.4,0.0
2021,10,3,28.05,-2.8,36.92,19.38,13.72,88.4,3.21,4.27,154.6,0.0
2021,10,4,27.71,-3.68,36.32,19.95,13.14,88.47,3.75,5.73,103.6,0.0
2021,10,5,27.18,-3.41,35.99,19.11,13.94,88.38,4.7,7.4,155.1,0.0
2021,10,6,28.21,0.65,36.59,20.45,17.67,88.31,3.14,5.72,208.2,0.0
2021,10,7,27.84,1.57,36.71,19.18,19.32,88.42,3.56,5.53,110.6,0.0
2021,10,8,27.78,1.47,35.73,20.84,18.91,88.57,6.27,8.97,126.5,0.0
2021,10,9,27.55,1.29,35.51,20.62,18.93,88.7,4.63,7.37,141.3,0.0
2021,10,10,27.92,-0.08,35.84,20.4,16.74,88.76,3.53,5.94,167.2,0.0
2021,10,11,28.47,-1.63,36.67,20.14,14.66,88.6,3.17,5.35,192.7,0.0
2021,10,12,28.28,-1.76,36.93,20.85,14.8,88.44,4.84,6.92,198.6,0.0
2021,10,13,27.64,-1.12,36.09,19.7,16.01,88.54,4.66,7.36,183.7,0.0
2021,10,14,27.6,-1.74,35.95,19.94,15.35,88.81,3.82,5.89,176.8,0.0
2021,10,15,28.3,-2.16,36.71,22.18,14.35,88.82,1.99,2.85,93.1,0.0
2021,10,16,27.59,-1.97,35.89,20.57,15.23,88.73,2.57,4.39,71.5,0.0
2021,10,17,27.1,0.8,35.7,19.95,20.08,88.66,3.41,6.73,36.6,0.0
2021,10,18,25.55,0.71,33.82,17.59,21.62,88.71,3.11,4.72,128.8,0.0
2021,10,19,26.25,-1.42,34.63,20.14,17.05,88.74,2.81,4.9,313.4,0.0
2021,10,20,23.41,2.64,32.38,15.94,27.76,88.92,3.99,5.76,4.3,0.0
2021,10,21,23.42,1.68,32.12,15.44,26.26,88.97,3.37,4.97,105.3,0.0
2021,10,22,24.17,0.62,32.63,15.56,23.88,88.91,3.54,5.99,140.4,0.0
2021,10,23,24.65,-2.13,33.81,15.88,18.45,88.81,3.52,6.78,262.4,0.0
2021,10,24,22.48,-1.45,31.52,15.21,22.04,88.72,4.02,6.03,322.5,0.0
2021,10,25,22.32,-0.68,31.13,14.34,23.48,88.67,3.57,5.38,198.5,0.0
2021,10,26,24.07,-0.34,32.14,17.49,20.95,88.61,2.44,3.85,346.4,0.0
2021,10,27,24.51,2.2,30.28,19.37,23.6,88.61,2.48,4.35,131.4,0.0
2021,10,28,23.36,0.95,31.02,15.77,24.08,88.62,3.07,4.61,10.9,0.0
2021,10,29,23.58,0.37,31.03,16.24,22.51,88.68,3.76,6.04,86.5,0.0
2021,10,30,23.6,0.91,31.21,17.52,23.46,88.97,6.02,9.83,173.9,0.0
2021,10,31,23.33,4.79,29.78,18.13,30.97,89.16,5.08,7.32,152.2,0.0
2021,11,1,23.07,3.31,29.23,18.23,28.61,89.04,4.96,8.4,162.7,0.0
2021,11,2,22.84,0.42,29.72,17.36,23.25,88.93,3.75,5.04,179.7,0.0
2021,11,3,22.84,-1.41,31.24,15.39,21.41,88.88,2.98,3.77,220.7,0.0
2021,11,4,21.99,4.59,30.02,15.18,35.2,88.9,3.26,5.69,57.9,0.0
2021,11,5,20.93,5.41,29.16,14.13,39.48,88.82,3.34,4.87,37.0,0.0
2021,11,6,20.13,1.65,28.64,13.2,30.86,88.67,3.61,6.28,21.8,0.0
2021,11,7,18.31,0.2,26.34,11.82,31.13,88.57,3.82,6.58,22.7,0.0
2021,11,8,17.31,-2.7,25.64,10.6,26.38,88.77,3.46,5.6,72.7,0.0
2021,11,9,17.42,-7.52,26.22,9.87,17.35,89.0,3.01,4.45,105.8,0.0
2021,11,10,18.55,-5.49,27.1,10.6,19.33,88.78,2.94,5.09,175.0,0.0
2021,11,11,18.07,-3.91,26.74,11.43,23.64,88.44,4.95,7.63,295.1,0.0
2021,11,12,17.05,-2.35,25.57,9.11,28.4,88.68,2.89,5.5,62.5,0.0
2021,11,13,17.66,-1.58,23.7,12.85,28.08,88.96,5.76,8.25,115.5,0.0
2021,11,14,18.21,-2.52,23.76,14.03,25.07,88.92,7.08,9.37,125.2,0.0
2021,11,15,19.22,2.02,26.22,13.75,32.57,88.6,5.12,7.77,210.9,0.02
2021,11,16,16.62,3.06,23.11,11.64,43.09,88.53,4.62,6.51,338.4,0.0
2021,11,17,15.59,0.68,23.4,9.07,39.27,88.79,2.95,4.69,69.4,0.0
2021,11,18,17.05,1.74,25.07,9.43,38.38,88.82,3.4,5.85,157.4,0.0
2021,11,19,17.38,-0.95,26.32,10.65,31.67,88.36,4.67,6.63,197.5,0.0
2021,11,20,15.87,-2.31,23.61,9.99,30.04,88.08,3.49,5.37,291.5,0.0
2021,11,21,15.63,2.83,22.14,10.9,45.76,88.36,3.64,5.93,256.5,0.02
2021,11,22,14.18,1.7,22.01,7.87,47.66,88.85,3.3,4.02,321.0,0.01
2021,11,23,14.28,2.53,22.82,7.47,48.53,89.05,4.21,6.43,68.8,0.0
2021,11,24,15.48,2.69,23.17,9.07,43.34,88.84,6.61,9.39,127.1,0.0
2021,11,25,17.94,3.9,27.45,11.28,41.61,88.66,6.14,10.8,195.1,0.0
2021,11,26,17.61,1.17,26.96,10.37,36.57,88.88,3.17,5.32,25.4,0.0
2021,11,27,16.4,0.83,24.38,10.09,36.51,89.15,3.84,5.46,82.2,0.0
2021,11,28,16.52,2.14,25.15,9.5,39.76,89.15,3.39,5.17,143.0,0.0
2021,11,29,17.8,-1.22,26.89,12.09,31.32,89.17,2.24,4.05,65.9,0.0
2021,11,30,17.67,-4.27,26.55,11.4,23.39,89.05,1.98,3.09,96.8,0.0
2021,12,1,17.86,-6.19,27.6,10.62,20.37,88.62,3.97,6.07,207.1,0.0
2021,12,2,14.27,2.04,21.22,9.07,44.9,88.69,4.79,6.22,345.7,0.0
2021,12,3,12.35,1.64,20.13,6.24,49.35,89.05,4.19,5.69,123.3,0.0
2021,12,4,14.21,-0.4,23.42,7.54,40.4,89.0,5.19,7.85,162.3,0.0
2021,12,5,16.98,-1.53,26.91,9.49,31.87,88.72,7.01,10.22,207.7,0.0
2021,12,6,13.99,1.02,20.7,8.13,48.8,88.99,3.73,5.87,355.9,0.0
2021,12,7,14.18,0.03,22.32,7.81,39.12,89.03,5.5,8.18,138.3,0.0
2021,12,8,16.59,3.39,26.24,9.06,44.96,88.85,6.25,9.92,212.7,0.0
2021,12,9,14.05,-1.63,22.12,8.32,35.98,89.11,3.58,5.99,27.5,0.0
2021,12,10,10.85,-1.13,18.09,5.43,44.24,89.32,4.43,5.82,99.2,0.0
2021,12,11,12.87,0.71,20.43,6.62,46.83,89.25,4.74,7.49,141.0,0.0
2021,12,12,12.68,-0.57,20.07,6.13,44.48,89.24,4.27,5.99,133.5,0.0
2021,12,13,12.75,-0.94,18.42,8.44,40.47,89.07,4.97,7.71,137.9,0.0
2021,12,14,13.08,-5.37,19.33,8.73,28.69,88.66,5.79,9.84,161.8,0.0
2021,12,15,14.72,-3.23,21.01,9.97,30.49,88.58,3.11,4.16,188.4,0.25
2021,12,16,16.0,9.44,21.59,10.73,68.22,88.64,2.68,4.52,212.6,0.7
2021,12,17,16.0,7.86,21.39,11.94,59.52,88.48,4.2,7.13,237.5,0.0
2021,12,18,14.47,4.21,19.22,11.21,51.15,88.51,4.19,7.22,262.5,0.0
2021,12,19,14.88,4.01,21.56,9.51,50.72,88.6,3.43,6.35,261.4,0.0
2021,12,20,15.46,3.03,22.07,8.95,44.0,88.57,5.92,10.16,244.0,0.0
2021,12,21,8.58,-4.93,15.78,2.73,42.55,88.97,3.45,5.15,330.7,0.0
2021,12,22,9.81,-5.16,17.16,4.67,35.06,88.95,3.8,5.19,109.6,0.0
2021,12,23,11.68,-3.78,20.79,5.87,35.05,88.58,3.69,6.07,83.9,0.0
2021,12,24,10.44,-3.94,17.15,6.66,38.42,88.53,3.08,5.41,33.4,0.0
2021,12,25,9.15,-2.43,16.11,4.92,45.96,88.9,5.38,7.72,74.3,0.0
2021,12,26,6.41,2.26,10.91,2.44,75.79,89.02,5.8,8.02,104.0,0.02
2021,12,27,9.6,4.18,17.05,4.13,71.84,88.88,4.7,6.71,124.5,0.0
2021,12,28,10.5,3.72,14.86,6.58,63.66,88.7,4.31,6.27,161.4,0.15
2021,12,29,12.24,4.53,18.77,5.48,63.03,88.51,2.78,4.24,226.5,0.07
2021,12,30,10.73,0.86,16.9,5.49,55.53,88.45,3.7,6.59,292.9,0.07
2021,12,31,8.99,0.32,17.65,1.9,60.82,88.64,3.71,5.48,142.7,0.0
2022,1,1,11.18,3.51,19.85,2.89,65.53,88.41,3.98,6.83,159.9,3.42
2022,1,2,9.12,0.65,14.81,3.61,57.99,88.16,4.91,7.88,283.9,1.44
2022,1,3,6.92,1.92,13.66,2.78,73.95,88.58,4.28,6.05,318.5,0.0
2022,1,4,7.1,-1.21,14.84,1.38,61.5,89.0,3.0,4.05,343.6,0.0
2022,1,5,8.66,-2.75,16.6,3.73,47.38,89.1,2.53,3.59,7.8,0.0
2022,1,6,7.94,-0.2,17.14,0.73,61.99,89.1,3.2,3.95,120.0,0.0
2022,1,7,9.56,-0.23,18.73,1.56,54.48,88.92,4.47,7.21,159.5,0.0
2022,1,8,11.85,0.81,19.68,6.24,47.71,88.81,3.56,4.56,158.4,0.0
2022,1,9,15.11,1.42,23.79,7.01,43.03,88.68,3.22,4.98,170.7,0.14
2022,1,10,15.54,4.41,21.27,11.34,48.78,88.54,4.24,8.94,195.1,3.22
2022,1,11,15.41,8.76,21.45,11.18,67.85,88.74,3.16,5.3,249.1,9.22
2022,1,12,16.28,7.07,22.82,9.88,55.34,88.8,3.36,6.92,193.7,0.0
2022,1,13,16.31,5.41,23.76,10.28,53.62,88.51,4.52,7.52,265.0,3.51
2022,1,14,13.21,4.3,19.98,6.27,57.82,88.22,5.1,9.88,284.3,0.36
2022,1,15,8.36,-2.19,15.68,2.89,51.0,88.13,3.59,6.74,306.9,0.0
2022,1,16,6.4,-5.31,13.35,0.64,46.04,88.22,3.33,5.59,289.3,0.0
2022,1,17,6.13,-1.96,13.53,1.17,60.3,88.51,4.25,5.85,294.3,0.0
2022,1,18,4.7,-4.28,12.21,-1.03,54.77,88.89,4.61,8.09,77.0,0.0
2022,1,19,6.13,-4.84,14.79,-0.15,47.46,88.76,4.0,6.59,254.4,0.0
2022,1,20,3.78,-4.02,10.07,-1.61,57.85,89.08,5.03,7.29,327.6,0.0
2022,1,21,2.25,-9.85,11.27,-4.6,43.59,89.33,4.04,5.8,93.8,0.0
2022,1,22,5.73,-6.15,15.15,-2.25,43.5,88.88,5.01,7.24,163.7,0.0
2022,1,23,10.27,-2.29,20.9,2.71,45.71,88.57,4.35,6.71,240.7,0.0
2022,1,24,8.51,-5.94,18.21,1.47,38.6,88.68,3.91,5.28,296.2,0.0
2022,1,25,9.75,-3.67,19.15,1.53,40.23,88.65,4.69,8.27,140.3,0.0
2022,1,26,11.25,-3.32,21.52,3.67,38.64,88.37,5.68,9.5,258.5,0.0
2022,1,27,5.6,-5.89,12.27,0.4,46.67,88.71,5.75,7.55,301.9,0.0
2022,1,28,5.35,-6.18,13.62,-2.06,44.44,88.98,3.99,5.66,90.6,0.0
2022,1,29,8.12,-4.28,18.8,1.2,44.98,88.69,4.79,6.53,122.9,0.0
2022,1,30,8.45,-3.83,17.97,-0.7,46.41,88.53,3.25,4.4,114.8,0.0
2022,1,31,11.05,-2.53,20.29,5.42,41.18,88.21,6.26,10.98,232.6,0.0
2022,2,1,6.89,-4.03,15.12,0.04,50.5,88.76,4.47,6.59,342.0,0.0
2022,2,2,8.59,-3.79,17.67,0.02,44.44,88.95,6.09,8.6,129.0,0.0
2022,2,3,14.92,2.03,26.1,6.34,44.16,88.52,7.98,11.48,201.0,0.0
2022,2,4,11.76,-0.21,19.48,5.6,51.1,88.31,7.27,11.9,262.6,0.0
2022,2,5,6.9,-2.38,14.64,0.46,54.77,88.67,4.56,6.34,320.6,0.0
2022,2,6,7.36,-1.52,15.49,1.05,59.34,89.03,2.55,3.3,9.8,0.0
2022,2,7,8.86,-4.05,18.58,1.47,45.33,89.06,2.62,3.95,28.2,0.0
2022,2,8,10.54,-4.36,20.48,2.28,37.41,89.02,4.31,6.31,140.4,0.0
2022,2,9,14.02,-1.58,23.48,5.76,35.38,88.62,6.67,11.13,170.4,0.0
